Index;Rocnik;Proza/Basen;Obsah
83;2;P;"V istom starom domčeku bývali dve mačky. Jedna mala ružové oči a modrú zásterku, druhá mala modré oči a ružovú zásterku. Tá ružovooká sa volala Princina, tá modrooká sa volala Lízička. Raz si povedali: „Treba sa nám vzdelávať, treba sa nám zabávať. Kúpme si televízor!"" A aj si kúpili. Priniesli stolík, na stolík dali obrúsok, na obrúsok kaktus, nad kaktus na stenu obraz deda Cičina v parádnom klobúčiku, zelenej bombajke s puškou a myšou veľkou ako Michalská brána. Doprostred celej tej krásy postavili nový televízor. Keď všetko dokončili, Princina v modrej zásterke hopla na ružovú stoličku, Lízička v ružovej zásterke hopla na modrú stoličku, pekne si sadli, kitkat chrumkali a pozerali sa, pozerali. Na druhý deň, len čo vstali, neumývali sa, nečesali, hneď k televízoru sadli a dívali sa na ĎALEKÉ KRAJINY! Videli more, cudzie stromy a cudzí strašný les, v ktorom strašný revúň naháňal ešte strašnejšieho pazúrnača a ten naháňal ešte strašnejšieho zubáča a ten zubáč naháňal toho najstrašnejšieho pichliača, pupkáča, dupipupkáča. Toľko sa tam naháňali, až sa obrazovka zapotila. Lízička sa bála, no Princina poutierala obrazovku vreckovkou a zase sa dívali na strrrrrrašnú naháňačku až do noci. „Och, aké to bolo hrozné,"" povedala Lízička. „Och, aké Vzrušujúce,"" povedala Princina. „Teraz už vieme všetko o ďalekých krajinách!"" volali obe. „Ako dobre, že máme televízor, áno, áno!"" Na tretí deň mačky vstali, neumývali sa, nečesali, nejedli, mliečko nepili, k televízoru skočili a videli -ZAJAČIU ESTRÁDU. Najprv zajace z materských škôl skákali ponad žihľavu a cez švihadlo. Najlepší dostali knihu. Potom zajačí kúzelník ťahal z klobúka celkom malulinké zajčúliky. Učený zajac hrýzol kaleráb a tí menej učení mu tlieskali. Jedna dobrá zajačia duša rozdávala balóniky, zajačí reportér dával hádanky: „Skacká to okolo chalupy, robí to cupity, cupy. Čo je to? „Sú to zajace,"" volali zajace. „Sú to kocúry.""  volala Lizička. Je to dážď povedala múdro mačka Princina. „Naozaj, vonku prší, p0zrela sa Lízička oblokom. „Všade plno vody a naše gumáky sú v oprave. Lenže my nemusíme ísť von do dažďa a ešte sa aj dozvieme všetko života zajacov! Ako dobre, že máme televízor, áno, áno."" Na štvrtý deň mačky vstali, neumývali sa, nečesali, nejedli, mlieko nepili, k televízoru skočili. Prachu kopa všade ležká, po záclonách pavúk beží. No mačky iba sedia a dívajú sa na NAOZAJSTNÚ KRÁĽOVNÚ. Kráľovná ležala na hojdačke. Traja zlato-zelení a traja zeleno-zlatí papagájí ju hojdali. Černoško ju ovieval. Bubeník jej bubnoval. Dvanásť ministrov v čiernych nohaviciach jej tancovalo a páv, zo všetkých pávov najpanovitejší, jej spieval: Haju, haju, hajušky, kráľka varí halušky, pán kráľ krája slaninu, urobia si hostinu. „Och, aké vznešené,"" volala mačka Princina. „Och, aké nezvyčajné,"" volala mačka Lízička. „A aké zábavné,"" volala mačka Princina. „A aké poučné,"" volala mačka Lízička. „Teraz už vieme o kráľovnách kráľoch všetko! Ako dobre, že máme televízor, áno, áno."" Na piaty deň: pozrieť strach, sto pavúkov na záclonách! Po kredenci pochodujú, V mliečnom hrnku disko majú – pekný poriadok! No tie mačky nečesanice nikoho a nič si nevšímajú, len sa hrnú k televízoru a pozerajú sa, pozerajú a VEĽKÉHÔ KRÉSLIARA ĎURKA ŻMURKA. Ďurko Žmurko je najväčší kresliar z druhej triedy v škôlke na Malej ulici. Teraz práve ukazuje, ako treba kresliť žirafu. Treba spraviť jednu hlavu, jeden krk, jedno telo, jeden chvost. To je ľahké. No čo s nohami? Koľko ich to zviera má? Ďurko nakreslí dve. Ďurko nakreslí tri. Durko nakreslí štyri. Ďurko nakreslí päť. Ďurko nakreslí šesť. Durko nakreslí sedem nôh! A na každú paprčku peknú teplú papučku. Nech je žirafe blažene! „Aké zaujímavé,"" volala mačka Princina. „Aké poučné"" volala mačka Lízička."" Len sa mi vidí, len sa mi tak marí, že žirafa má osem nôh!"" „Veru nie, má ich päť!"" povedala múdro mačka Princina."" Celkom isto viem, že žirafa má päť nôh!"" „Áno, áno, päť"" súhlasila Lízička."" Ale ináč ju nakreslil výborne."" Teraz už vieme o kreslení žiráf všetko,"" volali nadšene obe mačky. „Ako dobre, že máme televízor, áno, áno."""
84;2;P;"Žila žaba a mala tri žabky. Učila ich krákať, učila ich plávať. Ale žabkám sa všetko lenilo. Ba nechcelo sa im ani jest, iba keď ich matka nakŕmila. slniečku. Išli tade dvaja chlapci. Raz sa žabky vypekali na Prvý povie: „Dobre je tomu, kto si u škrečka svoje vyslúži."" Druhý povie: „Dobre by bolo i nám, keby nás vzal do služby: Žabky to počuli. Keď chlapci odišli, hneď sa ozvala najstaršia: „Sestry tri, sestry tri. Ja by som radila, aby sme aj my išli ku škrečkovi do služby, aby nám dobre bolo."" Tretia iba hlavou kývla. Už sa pohli a slovka neprehovorili, kým neprišli „Veru, veru,"" prisvedčila druhá. k samotnému škrečkovi. Škrečok bol maličký, ufúľaný od roboty celý celučičký. Iba oči mu do diaľky svietili. Takú mal v nich moc, že na koho pozrel, hneď' videl, kto čo je. Ani vypytovať sa nemusel, nemohla naučiť ani plávať, ani kŕkať. Všetko sa im lenilo. Len čo pozrel na žabky, videl: doma sa im nechcelo robiť. Ba mamka ich I povie: „Dobre ste prišli. Práve dnes sa začína u mňa najľahšia služba. Kto si ju vyslúži, nemusí viac ani prstom pohnúť! Vietor ho odnesie, kde sa mu zachce."" „Dobre bude, dobre bude,"" tešili sa žabky. Hneď' sa aj dozvedeli, aká bude služba. Škrečok povedal: „Najstaršia z vás bude celý týždeň deň i noc hovoriť:."" My tri, my tri."" - Stredná: „Za zrno, za zrno.""  - Najmladšia: „Aj tak dobre, aj tak dobre."" Žabky pristali. Hneď sa pustili slúžiť. Sedem dní a sedem nocí neprestajne vraveli, čo im škrečok rozkázal. Najstaršia vždy takto: „My tri, my tri, my tri."" Stredná: „Za zrno, za zrno, za zrno."" A najmladšia: „Aj tak dobre, aj tak dobre, aj tak dobre. Ale keď' sa minulo sedem dní, sedem nocí, žabky za ten čas zabudli reč. Vedeli iba toľko, čo cez týždeň u škrečka hovorili. Tu sa škrečok spýtal najmladšej: „Či bude dobre, ak vám za službu nič nedám? Tá iba toľko vedela povedať: „Aj tak dobre, aj tak dobre."" „No, keď vám je dobre, nech vás vietor domov zaveje, povedal škrečok. Sotva to vyslovil, uchytil ich vietor. Zložil ich práve pred matkinou chalupou. Chalúpka je zatvorená. Klopú na oblôčik, až sa mamka z chalúpky ozve: „Kto je to? „My tri, my tri,"" odpovie najstaršia žabka. „Ej, z toho ja málo viem,"" vraví mamka. Neotvára, žabky dnu nepúšťa. Iba cez dvere volá: „Tade choďte, kade ste prišli."" „Aj tak dobre, aj tak dobre,"" ozve sa na to najmladšia sestra. A keď to raz povedala, čo mali robiť. Museli ísť svetom. Ale čo si vyslúžili, to mali. Vietor ich odnášal, kam sa im zachcelo. Raz ich zavial na veľký dvor. Na dvore stála stará hus a plakala, že jej umrelo húsatko. Plakala, nariekala a takto vyvolávala: „Kto mi len usmrtil moje najkrajšie húsatko?* Najstaršej žabke bolo starej husi ľúto. Chcela jej niečo povedať. I povedala, čo vedela: „My tri, my tri, my tri. „A prečo ste mi usmrtili moje najkrajšie húsatko? spytuje sa nahnevaná hus. Stredná žabka sa naľakala a povedala: „Za zrno, za zrno, za zrno. „Ej, veď zrna je tu dosť. Keď ste mi usmrtili moje najkrajšie žlté húsatko, tak vás zjem."" „Aj tak dobre, aj tak dobre,"" vykríkla najmladšia žabka. Len čo vykríkla, stará hus otvorila zobák a ham! Už je po žabkách."
85;2;B;"Papier znesie všetko, hovorieva dedko. Môžete ho skrčiť, vystrie sa, môžete ho šmariť do lesa. Keď' si trošku práce dáte, tak ho ľahko roztrháte ako gate. Hore-dolu počmárate, ponúkne vám druhú stranu, zas môžete čarbať na ňu. Kresliť haky-baky, robiť kliky háky Aka fuka funda luka, papier ani nezafňuká. Ako mača hravé poskakuje v tráve. Letí ponad mesto: „Kde je moje miesto?* Z koša trčí čísi chvost: „Mňau, veď je tu miesta dosť!"""
86;2;P;"Lukáško si vykračoval po chodníku a s chuťou hrýzol čokoládu. Papier z nej odhodil na zem, ani sa neobzrel, kam spadol. Papier vyletel do vzduchu, len čo sa doň oprel vietor. S$-íf-k! A už ho nebolo. Vznášal sa nad Lukáškovou hlavou. Lukáš si ho nevšímal. Iba čo sa zahnal rukou. Ako naschvál, práve tou, v ktorej držal čokoládu. Čokoláda spadla do kanála, ale papier lietal ďalej a Lukáška pošteklil za uchom. „Ideš!"" Papier nerozumel. „Čo dobiedzaš, ha?"" Papier sa vznášal nad zemou a Lukáška trpezlivo prenasledoval. Skrútil sa do guľky a trafil ho do nosa. Čo to stváraš? Prečo za mnou stále lietaš? Papierisko jeden!"" hneval sa Lukáš a papier dolapil. Šmaril ho na trávnik medzi ruže. Papier sa popichal o ich ostne, ale nevzdal sa. Rýchlo sa vyslobodil a spadol Lukášovi rovno pod nohy. „To si zase ty? Prečo sa stále za mnou tmolíš?"" dupkal Lukáš nohami a odkopol prenasledovateľa do mláky. V tom zadul silnejší vietor a papier bol opäť na slobode. A poďho rovno za Lukášom. Júj!"" zaúpel Lukáš, keď mu sadol ako motýľ rovno na čelo. Blato z neho mu „Roztrhám ta na márne kúsky! Čo si mi to vyviedol? hneval sa Lukáš a trúchlil zašpinilo celú tvár. domov. A papier? Letel, ako to papiere vo vetre dokážu, rovno za ním. ako keď' vietor ohýba konáre stromov. Ale tvrdohlavý papier zanovito letel „,Chod preč! Daj mi pokoj! Nedobiedzaj!"" pišťal Lukáš a rozháňal sa rukami, za Lukášom. „ECH, čo s tebou? zohol sa napokon Lukáš k papieru a vhodil ho do smetníka. „Aj tak ta budem mat o chvíľu v pätách,"" pomyslel si nešťastne. Ale tentoraz sa mýlil. Papier len spokojne zašuchotal Lukášovi na pozdrav a viac von nevyletel."
87;2;P;"Hneď za mestom stál les. Za ten les slnko zapadalo, v tom lese vetrík spával V lese rástli jedle krásavice, briezky parádnice, buky, duby, krivé borovice a do toho lesa dúha zaháňala dážď: „Heš, heš, do lesa bež!"" a červený smrek. Smrek stál na kraji lesa, preto naň slnko dlhšie svietilo, vetrík ho častejšie previeval a dáždik hustejšie polieval. Hore na strome si urobili hniezda škorce a čížiky, nižšie veverice a pod smrekom jarabice. Taký to bol smrek. O siedmej ráno prišiel do lesa človek. Na nose mal okuliare, v ruke ceruzku a na hlave strakatú čapicu. Na tú čiapku frklo slnko žltú farbu, nebo belasú, obláčik čisto bielu, o tú čapicu sa obtrela jahoda spod kríčka aj zelená trávička a zastoklo sa za ňu čierne pierko z havranieho krídla. Taká to bola strakatá čapica. Človek dlho prezeral les. Páčili sa mu jedle krásavice, briezky parádnice, buky, duby, krivé borovice. Potom sa opýtal: „Kto chce urobiť deťom radosť? Kto chce darovať drevo deťom na ceruzky?* Jedle krásavice povedali: „My nie! My nie!"" Po nich odpovedali briezky parádnice: „Ani my nie! Ani my nie!"" „Hľadaj inde! Hľadaj inde!"" Také to boli stromy. volali buky, duby a krivé borovice. Na kraji lesa stál smrek. Odtiaľto ďaleko videl a všeličo počul. Videl školu s červenou strechou aj deti v škole a vedel, že potrebujú ceruzky. Ja dám deťom drevo na ceruzky!"" povedal červený smrek. „Dobre!"" odvetil človek. Potom červený smrek ľudia spílili a odviezli do mesta. V meste bola továreň ceruzky. V továrni drevo rozrezali na väčšie, menšie a celkom malé kolíčky. Kolíčky namočili do vody, dlho ich varili, sušili, glejili a leštili. Do každého kolíčka vydlabali žliabok a naliali do neho farby zo strakatej čapice. Žltú zo slnka, modrú z oblohy, bielu z obláčika, červenú ako jahoda spod kríčka, zelenú ako trávička a čiernu ako pierko z havranieho krídla. Také to boli ceruzky. Deti v škole vykríkli: „Nech žijú ceruzky!"" a začali písať a kresliť. Danka napísala: „Hneď za mestom je les."""
88;2;P;Poznáte kvety, čo rastú na močiaroch a žiaria ako slniečka? Je to záružlie. Chcela som si natrhať záružlie do vázy, aby mi malé slniečka pomarančovej farby žiarili v izbe na stole. Aby sa na mňa usmievali aj večer, keď' už slnko zájde. Aby mi bolo stále veselo a milo. Brodila som sa po močiari a premočila som si celé topánky. Skoro po kolená som sa prepadávala do riedkeho bahna. Záružlie sa na mňa usmievalo. Doma som dala kvety do vázy s vodou. O chvíľu boli zvädnuté. Viseli dolu hlavou -už sa neusmievali. A vo váze nebolo ani kvapky vody. Kam sa podela? Kvety ju vypili. Naliala som novej vody - aj tú vypili. To sú ale pijani! Usmievajú sa iba dovtedy, kým majú čo piť. Pijú a pijú, veľa vody popijú, a predsa nevypijú všetku vodu z močiara. Keby ich nebolo, možno by bolo močiarov oveľa viacej.
89;2;P;Marek má osem rokov. Sedí vo svojej izbe a číta si obľúbenú knižku, keď tu zrazu bez zazvonenia, bez zaklopania vtrhnú do ich bytu. Štyria. Nevyzujú sa, rohožku nepoužijú, ale zato riadne dupú, ryčia a vyjú. Najprv poskákali po gauči a posteliach, rozryli koberec: čo ak sa tam nájde niečo dobré? Potom s chuťou zjedli všetko, čo našli na stole v kuchyni, a skontrolovali zásoby v špajze. Mareka trochu ponaháňali, pohrali sa s jeho hračkami, potrhali mamine naškrobené záclony a podvečer sa unavení pobrali domov. Bez pozdravu. Ani mú! Páčilo sa im však, zajtra sú tu zas! Aprílový žart? Vôbec nie. Bola to len malá návšteva z lesa: diviak, líška, srnec a hlucháň. A že sa správali čudne? Vôbec nie. Veď presne takto sa správal Marek, keď minule prišiel na návštevu do lesa. Na návštevu? Áno, pretože les je domovom pre zvieratá. My ľudia sme v lese iba hostia. A čo ty? Ako sa správaš v lese? Ako hosť? Premýšľaš niekedy nad tým?
90;2;P;"Smutný život žila, na smetisku hnila. Bola stará, celá ošúchaná, nemala ani jednej struny. „Tá si už veru nezahrá, vravel každý, kto prechádzal okolo. Najmä tí, čo sa rozumeli muzike. Hovorili, že tá gitara je naozaj nanič, že jej chýbajú nielen struny, ale aj všetky kolíky. Šiel okolo ďalší. Hudbe sa vôbec nerozumel, mal však nesmierne rád vtáčiky. „Aká dobrá búdka,"" povedal, lebo každá gitara je v strede deravá. Vzal gitaru a zavesil ju v lesíku za mestom na strom. Bol to malý nezaujímavý lesík, nik doň nechodil. Ani vtáky v ňom nehniezdili, lebo kuna im tu kradla vajcia. „Teda sem sa tá zlodejka nedostane, povedala si drozdica a zniesla do gitary šesť vajíčok. Vyliahlo sa šesť drozdíčat. Ked vyrástli, spievali zborovo, až sa ozýval celý lesík. Do lesíka začali chodiť ľudia. Veselý spev ich priťahoval. Veľmi často bolo počuť za mestom takýto rozhovor: „Kam ideš?"" „Do lesa."" „Do ktorého"" „Do toho, čo vyhráva na gitare."""
91;2;P;Všimol si si, že náš svet je farebný? Farebné sú stromy na jeseň, kvety na jar, ovocie v lete, polárna žiara v zime. Farebné sú ryby, vtáky, motýle a iné zvieratá. A farební sme aj my ľudia. Preto je svet pestrý a zaujímavý. Ľudia žijú v rôznych končinách sveta. Nikde je teplo, inde zima, niekde jedia mango, inde zasa sobie mäso. Niekde chodia nahí a stavajú si domy z palmových listov, inde sa za nahotu hanbia a kupujú si tričká a nohavice vo veľkých obchodoch.. Žijem v Japonsku. Písať sa učím aj desať rokov, pretože naša abeceda je oveľa ťažšia ako vaša. V škole sa dokonca učíme, ako sa skryť pod lavicu v prípade zemetrasenia, lebo tie sú u nás často. Žijem v krajine, kde vymysleli lego. Leg a godt znamená v preklade hraj sa dobre. Skoro všetky deti tu majú svetlé vlasy. Som z Dánska. Žijem obklopená žirafami, slonmi, antilopami a zebrami. Banány si nikdy nekupujem v supermarkete, trhám ich rovno zo stromu. Som z Afriky. žijem v Kanade. Zima tu trvá až deväť mesiacov a niekedy je aj mínus 40 stupňov. Preto nosím sobie kožušiny. Žijem v Strednej Amerike. Doma pestujeme kávovník. Jeho zrelé bobuľky sa podobajú na čerešne. Môj otec ich dokáže za deň obrat až 25 kilogramov.
92;2;P;"Volám sa Li a bývam v Čine. Mamička vraví, že som neposednejšia ako opička a ustavične čosi vystrájam. Ocko len pokýva hlavou a dodá: „Tak veru, Li, neposlúchaš, máme s tebou starosti. Neviem, neviem, ak to takto pôjde ďalej, spýtam sa nejakej opičej rodinky, či by si ta nevzali na nedeľu. Na návštevu. My si oddýchneme a opice by sa možno od teba naučili nové pochabosti."" No povedzte, takto sa správajú rodičia? Schovám sa im v bambusovej aleji a nech si ma hľadajú. Hoci aj hneď. Vyleziem na najvyšší bambus. Ide mi to Ľahko. To je paráda, takto z výšky sa pozerať na zem. Bambus ma hojdá a mne sa pomaly zatvárajú oči. Už skoro spím a tu...   načisto ma prebudí trhnutie bambusu. Tak sa rozhojdal, až mi vlasy lietali. Držala som sa mocne a hľadela som na zem. Leopard! To on lomcuje bambusom. A nevyzerá, že by sa chcel hrať. Juj! Pomóc!"" volám, ale nikto ma nepočuje. A vtedy sa to stalo, bambus sa zlomil a ja som spadla do rieky. Teraz ma leopard schmatne a ja sa utopím! A vtom ma niečo naozaj schmatlo, vytiahlo z vody a odnieslo až k nášmu domu. To bola opička gibon, čosi vrieskala, tri razy sa udrela dlhými rukami do pŕs, potom mi ukázala na čele krúžok a bežala preč. Mamička ma utíšila a ocko povedal: „Tuším, že ta ani tá opičia rodinka nechce. Má viac rozumu ako ty, Li. Čo povieš?"
93;2;P;"Zotmelo sa a letnú oblohu postriebrili hviezdy. Dlhý vlak sa pohol na ďalekú cestu. Spoza mračien vyplával mesiac, aby sprevádzal vlak medzi kopcami i dolinami, mestami i dedinami, ponad rieky a jazerá. zaspala moja japonská kamarátka Fumiko. Vo sne už bola doma a jedla ryžu. V jednom vagóne sladko pod ktorú sme sa s kamarátkou schovali, keď nás raz prekvapil dážď. Vybral som sa ešte na malú prechádzku. Zastal som pred starou brezou, „A kde je Fumiko? spýtala sa ma breza a clivo zašumela lístím. spolu obdivovali. „A kde je Fumiko? chcel vedieť na druhý deň páv, ktorého sme len nedávno nestalo, lebo dovidelo najďalej. A tak vedelo aj o mojej kamarátke. I kvety boli zvedavé, prečo som prišiel sám. Len slnko svietilo, akoby sa nič O pár dní mi prinieslo dobrú správu: „Fumiko je už v krajine vychádzajúceho slnka, v Japonsku. Je doma a má sa dobre."" A iste sa má dobre doteraz. Lebo stará breza si veselo šumí, páv sa spokojne prechádza a kvety kvitnú, akoby sa mala Fumiko práve teraz vrátiť."
94;2;P;"Kedysi vraj bola zebra celá biela ako deň. Ako biely koník. Od svitu do mrku sa preháňala po stepi a zo všetkého sa tešila, všetko sa jaj páčilo: ako fúka vietor a robí v tráve priehlbinky, ako tráva na kopýtkach pekne chladí a ako tie kopýtka vedia rýchlo bežať.. A deň ubehol, ani sa zebra nenazdala. Slniečkom sa skotúľalo za kopec a na nebi ostali len zore. Ale zebra si chcela aj tú poslednú zorničku poriadne obzrieť, a tak nie div, že ju zrazu prekvapila tma. „Prečo nie si doma a nespíš? spýtala sa tma prísne. Ja som sa len trošku zapozerala, priznala sa zebra. Také výhovorky však na tmu vôbec neplatia. Čiernym prstom urobila zebre na bielom chrbte čierny pás a tým istým prstom jej aj pohrozila: „Nech sa to už viac nestane!"" „Hádam nie,"" šepla zebra. Ešte dobre, že to nesľúbila naisto. Ona sa predsa podchvíľou niekde zapozerá a najmenej dva razy do týždňa ju tma pri tom pristihne. A pretože s tmou sa nedá dohadovať, tá veru nikomu nič neodpustí, zebra je ustavične samý čierny pás. Len čo jej slniečko olíže staré šmuhy, už jej tma čiernym prstom urobí nové. Čo sa dá robiť? „Náhodou mi to celkom vyhovuje,"" hodí zebra kopýtkom."" Keď som celá pásikavá, aspoň sa lepšie schovám vo vysokej tráve."""
95;2;P;"Ježibabu hnevá, že sa jej tak deti boja. Ozaj, čo im naháňa toľký strach? Veď jej chalúpka je zvonku samý medovník. Lenže znútra vyzerá strašne. Vari sto rokov nevidela maliara, „Je načase vymaľovať ju! povedala ježibaba a zavolala do maliarskych služieb. Od riaditeľa sa dozvedela, že všetci bytoví maliari sú obsadení na tri roky dopredu. „Dočerta, nechcite mi nahovoriť, že nemáte voľného ani jedného maliara!"" nazlostila sa ježibaba. „Dobre, že ste mi to pripomenuli,"" ťukol si riaditeľ' na čelo."" Práve sa mi uvoľnil jeden čert. Ale on je špecialista. Maľuje iba kotolne."" už stál pred ňou čertov plnej paráde. „Lepšie dačo ako nič,"" rozhodla sa ježibaba a nenapočítala ani do päť, „Azda si z jasného neba spadol?"" začudovala sa ježibaba. „Prišiel som, ako si si poručila. Už aj sa pustím do roboty. Začnem touto stenou."" „A kde máš valček?"" „Načo mi je valček? Ja mám maľovanie v malíčku."" „A ako budeš maľovať?"" „Takto, tak ako môj tatko,"" vraví čert a namaľoval na stenu čerta. Ježibabou myklo - hneď' si pomyslela na deti. „Rozmyslela som si to. Tú stenu vlastne ani maľovať netreba, tam pôjde kredenc,"" riekne ježibaba. „Ako si želáš, túto stenu teda vynechám, pustím sa do druhej."" „Tam pôjde obývacia stena."" „Tak vymaľujem ďalšiu."" „Tam zas pôjde zrkadlo."" „Potom aspoň túto,"" prosíka čert. „,Si slepý? Veď na nej sú okná a dvere!"" Čert prevráti utrápené oči dohora zašepce: „A čo plafón?"" „Tam zavesím teba namiesto lustra,"" vraví ježibaba a začne naháňať čerta okolo stola.""  To sa deti nasmejú, keď ta tam uvidia visieť za dlhý chvost!"" Čert však nečaká, kým ho ježibaba schmatne. Vezme nohy na plecia a upaľuje, akoby mu za pätami horelo."
96;2;P;"V priečinku ležala vinená rukavica. „Načo nám je? vraví starká vnučke. „Ty máš predsa dve ruky..."" „Aj ty máš dve ruky"" hovorí vnučka, „aj mamička má dve ruky, aj otecko má dve ruky, a rukavica je len jedna."" Starká rukavicu špárala, vinu navinula na pradienko a vyprala. Keď už pradienko uschlo, založila ho vnučke na ruky a začala zmotávať na klbko. Klbko bolo najprv malé ako orech, ale veselé, až sa tak červenalo v starkiných rukách. „Aký guľko!"" povedala vnučka. „Pozri, starká, rastie."" Guľko naozaj rástol, už bol veľký ako jablko. Aj líca mal červené ako jablko. „Aký bombulko!"" vraví vnučka. „Ešte stále rastie."" Bombuľko sa usmial a začal rásť ešte rýchlejšie. Už bol ako pomaranč. No ďalej už rásť nemohol, lebo pradienko bolo zamotané. „Budem ho volať Gulko Bombulko,"" vraví vnučka.""  Bombulko, že je ako bombula, a Gulko, že sa vie gúľať, aha ako: gu-gul-gúľ"" „No, tak sa s ním trošku pohraj a potom z neho dačo upletieme,"" hovorí starká. „Áno, upletieme z neho papuče pre bábiku Zuzanku, aby mi neprechladla Dobre? Keď to Gulko Bombulko počul, veľmi sa urazil. „Zo mňa nikdy nebude papuča!"" pomyslel si. A šmyk! Vyšmykol sa z vnučkiných rúk a zagúľal sa pod skriňu do najtmavšieho kúta. hľadala. Všetko márne. Vnučka ho hľadala, márne. Aj starká ho hľadala, márne. Aj mačka Líza ho A keď ho už prestali hľadať a ktosi potom otvoril dvere, Gulko Bombulko hybaj von! Vygúľala sa do predizby, z predizby na chodbu a z chodby na dvor."
97;2;P;"V parku rástol čerešňový strom. Keď sa medzi listami ukázali zružovené čerešničky, všetky deti si na ne robili chuť. Tá bude moja! Moja bude hentá!"" Martin obchádzal strom každý deň. Striehol, z ktorej strany ovocie najskôr dozrie. Otecko povedal, že z južnej. Ja chcem celý konár čerešní, rozhodol sa Martin. Vyhliadol si halúzku, na ktorej bolo niekoľko menších vetvičiek. A všade samá čerešnička! Jedného dňa sa Martin na ne zadíval dlhšie. „Tie moje sú už zrelé."" Na druhé ráno zobral pílku, prikradol sa do parku a vyliezol na strom. Bola nedeľa, v parku pobehovali malé deti, Martina si nevšímali. Martin pili, konár sa chveje. Pílka sa zarezáva hlbšie a hlbšie, chlapec vzdychá od námahy. „Tupá ako motyka,"" nadáva, no nevzdáva sa. Konár je už napílený, ovísa k zemi. Ešte chvíľu a všetky čerešne na ňom budú Martinove. Konár padá, Martin sa spúšťa po kmeni dolu. Zdvihne korisť a vbehne do húštiny v parku. „Teraz bude hostina!"" Rozhŕňa lístie, trhá čerešne. Prvá je trochu tvrdá, nezrelá. Hm, a už je červená. Druhá je mäkšia a sladšia, tretia je celkom zelená. Martin šklbe ďalšie, omáľa v ústach nezrelú dužinu, vypľúva kôstky. Čudná hostina! Na konári je ešte plno čerešní, no Martin ich už nechce. Oklamali ho. Vyšiel z húštiny a zďaleka obišiel čerešňový strom. Ukazovali sa, že sú zrelé, a nie sú. Nechce také čerešne - klamárky. Pri večeri ako obyčajne hovorila Elenka najnovšie „Niekto odpílil konár na čerešni. Deti sa hádali, správy zo školy, z ulice a z parku. kto to urobil, no nikto sa nepriznal. Musí byť niekto vinný, nie? Ja by som takému zlodejovi ukázala!"" A rozhorčene sa pozrela naokolo. Pri stole bolo ticho, nikto neodpovedal. Martin sklonil hlavu do taniera. V tej chvíli mal líca ako zrelé čerešne."
98;2;P;Predstavte si, že ste ďaleko, ďaleko v neznámej krajine. Fúka ostrý vietor, bez prestania prší a navyše ste aj veľmi hladní. Odrazu stretnete starenku, ktorá sa vám privraví a ponúkne, že splní jedno vaše želanie. Čo si zaželáte? S najväčšou pravdepodobnosťou vrátiť sa do svojej domoviny, byť doma! Prečo? Pretože domovina je krajina, ktorú poznáme, kde sme sa narodili, kde máme kamarátov, kde poznáme ľudí a oni poznajú nás, kde sme doma! A doma je dobre: teplo, útulne, bezpečne.
99;2;P;Dostal si od prírody najvzácnejší dar: oči. Bez nich by si ani len netušil, akými farbami hýria kvety a ako vyzerá zelená tráva, jagavá hviezda, rieka a jazero, svetielkujúca svätojánska muška, biely sneh, striebristá rosa a čierna sadza. Bez očí by si nevidel, čo je let vtáka a zobúdzajúce sa ráno, ospanlivý večer a výšina belasého neba, hlbočina a diaľka.. Čo všetko môžeš vytušiť, keď sa pozrieš zblízka do očí mamy či otca, starenky či kamaráta! Oči ti aj bez slovíčka prezradia, kedy prežívajú smútok či radosť, radosť i bolesť. Reč očí je mnohovravná. Oči, ktoré nikdy neuzreli svetlo a rozmanitosť života, sú nemé. A ty vidíš. Máš živé oči. Preto im dožič vidieť ešte viacej. Roztvor ich dokorán. Uč sa lepšie pozorovať a spoznávať svet okolo seba.
100;2;B;Žirafa si z veľkej výšky neprečíta stranu z knižky. Na vzdelanie berie ohľad, kúpila si ďalekohľad. Zrazu vidí, aké miery majú slová na papieri. Číta riadok po riadku, už je všetko v poriadku.
101;2;B;Samé  listy do radu. Skúšaj riešiť záhadu pomaličky, ale smelo. Spravili jej z dreva telo. Má viac strán než kocka, kváder, múdrosti z nej vždycky naber. Máš náladu dobrú? Planú? Zakaždým si spomeň na ňu. Poteší ta veľakrát, je tvoj verný kamarát. Čo je to?
102;2;B;Sedí chlápä v lavici, na knižku sa díva. Ktovie, koľko tajomstiev knižka v sebe skrýva. Drevo v hore vyrástlo, sťal ho rubač smelý, a v papierni spravili Z neho papier biely. V tlačiarni s nim bolo tiež veľa práce znova, kým sa z neho zrodila knižka obrázková. Veľa umu, námahy, ľudskej práce stála kým sa na púť z obchodu medzi žiakov dala. Spisovateľ uschoval do nej kúsok sveta. Maliar zase zobrazil, ako sa dej splieta. Teraz leží pred tebou, nájdeš v nej i seba. Skrýva cenné poklady, len ich hľadať treba!
103;2;P;A to je super, lebo Bertil veľmi rád číta Prečítal už všetky knihy, ktoré našiel V truhlici, dokonca aj tie, čosi doniesol z veľkej knižnice na prízemí. Najradšej má, samozrejme, rozprávky. Tie by si čítal od rána do večera. A tak Bertilovi nikdy nie je smutno. Trošku klamem, voľakedy mu bolo smutno, pretože sa nemal s kým rozprávať. V jeden deň sa však všetko zmenilo. Škriatka prekvapila nečakaná návšteva.
